1000, 0.03395, 0.005
2000, 0.01470, 0.005
3000, 0.01124, 0.005
4000, 0.00957, 0.005
5000, 0.00842, 0.005
6000, 0.00776, 0.005
7000, 0.00699, 0.005
8000, 0.00641, 0.005
9000, 0.00599, 0.005
10000, 0.00579, 0.005
11000, 0.00696, 0.02
12000, 0.00607, 0.02
13000, 0.00529, 0.02
14000, 0.00487, 0.02
15000, 0.00461, 0.02
16000, 0.00433, 0.02
17000, 0.00408, 0.02
18000, 0.00400, 0.02
19000, 0.00384, 0.02
20000, 0.00371, 0.02
